case_id;start_time;end_time;start_date_month;end_date_month;first_activity;last_activity;path_id;first_activity_grouped;last_activity_grouped;path_id_grouped;duration_seconds;duration_days;count_events;count_activities;count_events_grouped;count_activities_grouped;count_loops;count_self_loops;has_loops_or_self_loops;cost_total;automation_rate;unique_variant;unique_variant_text;unique_variant_grouped;unique_variant_text_grouped;case_po_number;case_po_item
122-1;2023-10-09T13:23:52.000Z;2023-10-09T14:14:07.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;3015;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;122;1
122-2;2023-10-09T13:23:52.000Z;2023-10-09T14:14:07.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;3015;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;122;2
122-3;2023-10-09T13:23:52.000Z;2023-10-09T14:14:07.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;3015;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;122;3
122-4;2023-10-09T13:23:52.000Z;2023-10-11T13:23:52.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Ändere Bestellposition: Material;16;Lege Bestellposition an;Ändere Bestellposition;4;172800;2;3;3;2;3;0;0;0;0;0.000;0;No;0;No;122;4
122-5;2023-10-09T13:23:52.000Z;2023-10-09T14:14:07.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;3015;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;122;5
123-1;2023-10-10T07:08:53.000Z;2023-10-10T09:44:44.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;9351;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;123;1
123-2;2023-10-10T07:08:53.000Z;2023-10-10T09:44:44.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;9351;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;123;2
123-3;2023-10-10T07:08:53.000Z;2023-10-14T07:08:53.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Ändere Bestellposition: Preis;12;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;123;3
123-4;2023-10-10T07:08:53.000Z;2023-10-10T09:44:44.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;9351;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;123;4
124-1;2023-10-12T07:44:13.000Z;2023-10-23T12:46:12.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erfasse Rechnung;44;Lege Bestellposition an;Erfasse Rechnung;16;968519;11.2;5;5;4;5;0;0;0;0;0.000;0;No;0;No;124;1
124-2;2023-10-12T07:44:13.000Z;2023-10-23T12:46:12.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;968519;11.2;4;4;3;4;0;0;0;0;0.000;0;No;0;No;124;2
124-3;2023-10-12T07:44:13.000Z;2023-10-23T12:46:12.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erfasse Rechnung;19;Lege Bestellposition an;Erfasse Rechnung;5;968519;11.2;4;4;3;4;0;0;0;0;0.000;0;No;0;No;124;3
124-4;2023-10-12T07:44:13.000Z;2023-10-23T12:46:12.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;968519;11.2;4;4;3;4;0;0;0;0;0.000;0;No;0;No;124;4
125-1;2023-10-16T07:31:44.000Z;2023-10-18T08:01:14.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;25;Lege Bestellposition an;Lehne Genehmigung ab;14;174570;2.02;3;3;2;3;0;0;0;0;0.000;0;No;0;No;125;1
125-2;2023-10-16T07:31:44.000Z;2023-10-18T08:01:14.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;174570;2.02;2;2;1;2;0;0;0;0;0.000;0;No;0;No;125;2
125-3;2023-10-16T07:31:44.000Z;2023-10-18T08:01:14.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;174570;2.02;2;2;1;2;0;0;0;0;0.000;0;No;0;No;125;3
126-1;2023-10-19T12:22:57.000Z;2023-10-19T12:48:10.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;1513;0.01;2;2;1;2;0;0;0;0;0.000;0;No;0;No;126;1
126-2;2023-10-19T12:22:57.000Z;2023-10-22T12:48:10.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;260713;3.01;3;3;2;3;0;0;0;0;0.000;0;No;0;No;126;2
126-3;2023-10-19T12:22:57.000Z;2023-10-22T12:48:10.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Material;33;Lehne Genehmigung ab;Ändere Bestellposition;17;260713;3.01;3;3;2;3;0;0;0;0;0.000;0;No;0;No;126;3
126-4;2023-10-19T12:22:57.000Z;2023-10-19T12:48:10.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;1513;0.01;2;2;1;2;0;0;0;0;0.000;0;No;0;No;126;4
126-5;2023-10-19T12:22:57.000Z;2023-10-24T12:48:10.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;433513;5.01;3;3;2;3;0;0;0;0;0.000;0;No;0;No;126;5
127-1;2023-10-23T11:03:56.000Z;2023-11-02T15:37:54.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;50;Lege Bestellposition an;Erfasse Rechnung;39;880438;10.14;4;4;3;4;0;0;0;0;0.000;0;No;0;No;127;1
127-2;2023-10-23T11:03:56.000Z;2023-11-02T15:37:54.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;880438;10.14;4;4;3;4;0;0;0;0;0.000;0;No;0;No;127;2
127-3;2023-10-23T11:03:56.000Z;2023-11-02T15:37:54.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;63;Lege Bestellposition an;Erfasse Rechnung;16;880438;10.14;5;5;4;5;0;0;0;0;0.000;0;No;0;No;127;3
127-4;2023-10-23T11:03:56.000Z;2023-11-02T15:37:54.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;880438;10.14;4;4;3;4;0;0;0;0;0.000;0;No;0;No;127;4
128-1;2023-10-26T07:32:28.000Z;2023-10-27T11:11:33.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;99545;1.15;2;2;1;2;0;0;0;0;0.000;0;No;0;No;128;1
128-2;2023-10-26T07:32:28.000Z;2023-10-30T08:32:28.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;349200;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;128;2
128-3;2023-10-26T07:32:28.000Z;2023-10-27T11:11:33.000Z;10/1/2023;10/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;99545;1.15;2;2;1;2;0;0;0;0;0.000;0;No;0;No;128;3
129-1;2023-10-30T11:00:36.000Z;2023-11-01T15:20:11.000Z;10/1/2023;11/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;188375;2.18;3;3;2;3;0;0;0;0;0.000;0;No;0;No;129;1
129-2;2023-10-30T11:00:36.000Z;2023-10-30T15:20:11.000Z;10/1/2023;10/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;15575;0.18;2;2;1;2;0;0;0;0;0.000;0;No;0;No;129;2
130-1;2023-10-31T11:02:46.000Z;2023-11-01T14:02:35.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;97189;1.12;2;2;1;2;0;0;0;0;0.000;0;No;0;No;130;1
130-2;2023-10-31T11:02:46.000Z;2023-11-04T11:02:46.000Z;10/1/2023;11/1/2023;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;130;2
131-1;2023-11-02T15:20:07.000Z;2023-11-06T15:20:07.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;131;1
131-2;2023-11-02T15:20:07.000Z;2023-11-06T12:43:24.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;336197;3.89;2;2;1;2;0;0;0;0;0.000;0;No;0;No;131;2
131-3;2023-11-02T15:20:07.000Z;2023-11-06T12:43:24.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;336197;3.89;2;2;1;2;0;0;0;0;0.000;0;No;0;No;131;3
132-1;2023-11-03T09:29:01.000Z;2023-11-15T13:36:46.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;1051665;12.17;3;3;2;3;0;0;0;0;0.000;0;No;0;No;132;1
132-2;2023-11-03T09:29:01.000Z;2023-11-15T13:36:46.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;1051665;12.17;3;3;2;3;0;0;0;0;0.000;0;No;0;No;132;2
132-3;2023-11-03T09:29:01.000Z;2023-11-15T13:36:46.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;87;Lege Bestellposition an;Erfasse Rechnung;38;1051665;12.17;4;4;3;4;0;0;0;0;0.000;0;No;0;No;132;3
132-4;2023-11-03T09:29:01.000Z;2023-11-15T13:36:46.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;1051665;12.17;3;3;2;3;0;0;0;0;0.000;0;No;0;No;132;4
132-5;2023-11-03T09:29:01.000Z;2023-11-15T13:36:46.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;1051665;12.17;3;3;2;3;0;0;0;0;0.000;0;No;0;No;132;5
133-1;2023-11-06T08:51:09.000Z;2023-11-07T13:29:11.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;103082;1.19;2;2;1;2;0;0;0;0;0.000;0;No;0;No;133;1
133-2;2023-11-06T08:51:09.000Z;2023-11-07T13:29:11.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;41;Lege Bestellposition an;Lehne Genehmigung ab;14;103082;1.19;3;3;2;3;0;0;0;0;0.000;0;No;0;No;133;2
133-3;2023-11-06T08:51:09.000Z;2023-11-07T13:29:11.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;103082;1.19;2;2;1;2;0;0;0;0;0.000;0;No;0;No;133;3
134-1;2023-11-07T10:13:21.000Z;2023-11-20T11:11:17.000Z;11/1/2023;11/1/2023;Erteile Genehmigung;Erfasse Rechnung;34;Erteile Genehmigung;Erfasse Rechnung;29;1126676;13.04;4;4;3;4;0;0;0;0;0.000;0;No;0;No;134;1
135-1;2023-11-09T12:49:05.000Z;2023-11-20T15:01:07.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Erfasse Rechnung;45;Lege Bestellposition an;Erfasse Rechnung;28;958322;11.09;3;3;2;3;0;0;0;0;0.000;0;No;0;No;135;1
136-1;2023-11-10T09:57:34.000Z;2023-11-10T14:47:15.000Z;11/1/2023;11/1/2023;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;17381;0.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;136;1
136-2;2023-11-10T09:57:34.000Z;2023-11-10T14:47:15.000Z;11/1/2023;11/1/2023;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;17381;0.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;136;2
137-1;2023-11-13T15:12:05.000Z;2023-11-13T15:37:21.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;1516;0.01;2;2;1;2;0;0;0;0;0.000;0;No;0;No;137;1
137-2;2023-11-13T15:12:05.000Z;2023-11-15T15:37:21.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;174316;2.01;3;3;2;3;0;0;0;0;0.000;0;No;0;No;137;2
137-3;2023-11-13T15:12:05.000Z;2023-11-13T15:37:21.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;1516;0.01;2;2;1;2;0;0;0;0;0.000;0;No;0;No;137;3
138-1;2023-11-16T09:32:03.000Z;2023-12-04T08:05:33.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;55;Lege Bestellposition an;Erfasse Rechnung;23;1550010;17.93;5;5;4;5;0;0;0;0;0.000;0;No;0;No;138;1
138-2;2023-11-16T09:32:03.000Z;2023-12-04T08:05:33.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;13;Lege Bestellposition an;Erfasse Rechnung;7;1550010;17.93;4;4;3;4;0;0;0;0;0.000;0;No;0;No;138;2
138-3;2023-11-16T09:32:03.000Z;2023-12-04T08:05:33.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;46;Lege Bestellposition an;Erfasse Rechnung;23;1550010;17.93;5;5;4;5;0;0;0;0;0.000;0;No;0;No;138;3
138-4;2023-11-16T09:32:03.000Z;2023-12-04T08:05:33.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;55;Lege Bestellposition an;Erfasse Rechnung;23;1550010;17.93;5;5;4;5;0;0;0;0;0.000;0;No;0;No;138;4
138-5;2023-11-16T09:32:03.000Z;2023-12-04T08:05:33.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;13;Lege Bestellposition an;Erfasse Rechnung;7;1550010;17.93;4;4;3;4;0;0;0;0;0.000;0;No;0;No;138;5
139-1;2023-11-20T11:00:03.000Z;2023-11-29T12:09:21.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Gleiche Rechnung aus;43;Lege Bestellposition an;Gleiche Rechnung aus;19;781758;9.04;5;5;4;5;0;0;0;0;0.000;0;No;0;No;139;1
139-2;2023-11-20T11:00:03.000Z;2023-11-29T12:09:21.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Gleiche Rechnung aus;23;Lege Bestellposition an;Gleiche Rechnung aus;19;781758;9.04;5;5;4;5;0;0;0;0;0.000;0;No;0;No;139;2
140-1;2023-11-22T11:31:09.000Z;2023-11-27T11:31:09.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;432000;5;3;3;2;3;0;0;0;0;0.000;0;No;0;No;140;1
140-2;2023-11-22T11:31:09.000Z;2023-11-23T11:01:07.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;84598;0.97;2;2;1;2;0;0;0;0;0.000;0;No;0;No;140;2
141-1;2023-11-27T15:29:57.000Z;2023-12-08T12:24:50.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;45;Lege Bestellposition an;Erfasse Rechnung;28;939293;10.87;3;3;2;3;0;0;0;0;0.000;0;No;0;No;141;1
141-2;2023-11-27T15:29:57.000Z;2023-12-08T12:24:50.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;939293;10.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;141;2
141-3;2023-11-27T15:29:57.000Z;2023-12-08T12:24:50.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;939293;10.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;141;3
141-4;2023-11-27T15:29:57.000Z;2023-12-08T12:24:50.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;939293;10.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;141;4
141-5;2023-11-27T15:29:57.000Z;2023-12-08T12:24:50.000Z;11/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;939293;10.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;141;5
142-1;2023-11-28T11:44:03.000Z;2023-11-28T11:44:03.000Z;11/1/2023;11/1/2023;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;142;1
143-1;2023-11-30T09:11:11.000Z;2023-12-04T14:09:35.000Z;11/1/2023;12/1/2023;Lehne Genehmigung ab;Ändere Bestellposition: Material;33;Lehne Genehmigung ab;Ändere Bestellposition;17;363504;4.2;3;3;2;3;0;0;0;0;0.000;0;No;0;No;143;1
143-2;2023-11-30T09:11:11.000Z;2023-11-30T14:09:35.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;17904;0.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;143;2
143-3;2023-11-30T09:11:11.000Z;2023-11-30T14:09:35.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;17904;0.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;143;3
143-4;2023-11-30T09:11:11.000Z;2023-11-30T14:09:35.000Z;11/1/2023;11/1/2023;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;17904;0.2;2;2;1;2;0;0;0;0;0.000;0;No;0;No;143;4
144-1;2023-12-04T08:19:04.000Z;2023-12-11T10:41:52.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;19;Lege Bestellposition an;Erfasse Rechnung;5;613368;7.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;144;1
145-1;2023-12-06T08:43:54.000Z;2023-12-06T10:05:59.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;4925;0.05;2;2;1;2;0;0;0;0;0.000;0;No;0;No;145;1
145-2;2023-12-06T08:43:54.000Z;2023-12-06T10:05:59.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;4925;0.05;2;2;1;2;0;0;0;0;0.000;0;No;0;No;145;2
145-3;2023-12-06T08:43:54.000Z;2023-12-06T10:05:59.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;4925;0.05;2;2;1;2;0;0;0;0;0.000;0;No;0;No;145;3
145-4;2023-12-06T08:43:54.000Z;2023-12-10T08:43:54.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Ändere Bestellposition: Material;16;Lege Bestellposition an;Ändere Bestellposition;4;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;145;4
146-1;2023-12-11T13:39:16.000Z;2023-12-12T14:17:49.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;88713;1.02;2;2;1;2;0;0;0;0;0.000;0;No;0;No;146;1
147-1;2023-12-12T08:33:30.000Z;2023-12-18T12:02:47.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Gleiche Rechnung aus;43;Lege Bestellposition an;Gleiche Rechnung aus;19;530957;6.14;5;5;4;5;0;0;0;0;0.000;0;No;0;No;147;1
148-1;2023-12-14T11:49:51.000Z;2023-12-15T09:59:29.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;79778;0.92;2;2;1;2;0;0;0;0;0.000;0;No;0;No;148;1
149-1;2023-12-15T15:03:17.000Z;2023-12-25T13:41:05.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;27;Lege Bestellposition an;Erfasse Rechnung;12;859068;9.94;3;3;2;3;0;0;0;0;0.000;0;No;0;No;149;1
149-2;2023-12-15T15:03:17.000Z;2023-12-25T13:41:05.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;27;Lege Bestellposition an;Erfasse Rechnung;12;859068;9.94;3;3;2;3;0;0;0;0;0.000;0;No;0;No;149;2
149-3;2023-12-15T15:03:17.000Z;2023-12-25T13:41:05.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;111;Lege Bestellposition an;Erfasse Rechnung;31;859068;9.94;4;4;3;4;0;0;0;0;0.000;0;No;0;No;149;3
149-4;2023-12-15T15:03:17.000Z;2023-12-25T13:41:05.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;17;Lege Bestellposition an;Erfasse Rechnung;12;859068;9.94;3;3;2;3;0;0;0;0;0.000;0;No;0;No;149;4
149-5;2023-12-15T15:03:17.000Z;2023-12-25T13:41:05.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erfasse Rechnung;17;Lege Bestellposition an;Erfasse Rechnung;12;859068;9.94;3;3;2;3;0;0;0;0;0.000;0;No;0;No;149;5
150-1;2023-12-18T11:15:56.000Z;2023-12-18T13:28:08.000Z;12/1/2023;12/1/2023;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;7932;0.09;2;2;1;2;0;0;0;0;0.000;0;No;0;No;150;1
150-2;2023-12-18T11:15:56.000Z;2023-12-18T13:28:08.000Z;12/1/2023;12/1/2023;Erteile Genehmigung;Lege Bestellposition an;10;Erteile Genehmigung;Lege Bestellposition an;13;7932;0.09;2;2;1;2;0;0;0;0;0.000;0;No;0;No;150;2
151-1;2023-12-19T08:25:54.000Z;2024-01-01T10:01:01.000Z;12/1/2023;1/1/2024;Lehne Genehmigung ab;Erfasse Rechnung;73;Lehne Genehmigung ab;Erfasse Rechnung;43;1128907;13.06;4;4;3;4;0;0;0;0;0.000;0;No;0;No;151;1
151-2;2023-12-19T08:25:54.000Z;2024-01-01T10:01:01.000Z;12/1/2023;1/1/2024;Lehne Genehmigung ab;Erfasse Rechnung;31;Lehne Genehmigung ab;Erfasse Rechnung;30;1128907;13.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;151;2
151-3;2023-12-19T08:25:54.000Z;2024-01-01T10:01:01.000Z;12/1/2023;1/1/2024;Lehne Genehmigung ab;Erfasse Rechnung;31;Lehne Genehmigung ab;Erfasse Rechnung;30;1128907;13.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;151;3
151-4;2023-12-19T08:25:54.000Z;2024-01-01T10:01:01.000Z;12/1/2023;1/1/2024;Lehne Genehmigung ab;Erfasse Rechnung;88;Lehne Genehmigung ab;Erfasse Rechnung;43;1128907;13.06;4;4;3;4;0;0;0;0;0.000;0;No;0;No;151;4
151-5;2023-12-19T08:25:54.000Z;2024-01-01T10:01:01.000Z;12/1/2023;1/1/2024;Lehne Genehmigung ab;Erfasse Rechnung;31;Lehne Genehmigung ab;Erfasse Rechnung;30;1128907;13.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;151;5
152-1;2023-12-20T14:35:13.000Z;2024-01-01T13:28:07.000Z;12/1/2023;1/1/2024;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1032774;11.95;4;4;3;4;0;0;0;0;0.000;0;No;0;No;152;1
152-2;2023-12-20T14:35:13.000Z;2024-01-01T13:28:07.000Z;12/1/2023;1/1/2024;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1032774;11.95;4;4;3;4;0;0;0;0;0.000;0;No;0;No;152;2
152-3;2023-12-20T14:35:13.000Z;2024-01-01T13:28:07.000Z;12/1/2023;1/1/2024;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1032774;11.95;4;4;3;4;0;0;0;0;0.000;0;No;0;No;152;3
152-4;2023-12-20T14:35:13.000Z;2024-01-01T13:28:07.000Z;12/1/2023;1/1/2024;Lege Bestellposition an;Erfasse Rechnung;13;Lege Bestellposition an;Erfasse Rechnung;7;1032774;11.95;4;4;3;4;0;0;0;0;0.000;0;No;0;No;152;4
153-1;2023-12-25T09:00:48.000Z;2023-12-29T09:00:48.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;153;1
153-2;2023-12-25T09:00:48.000Z;2023-12-28T15:55:11.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;284063;3.28;2;2;1;2;0;0;0;0;0.000;0;No;0;No;153;2
153-3;2023-12-25T09:00:48.000Z;2023-12-28T15:55:11.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;284063;3.28;2;2;1;2;0;0;0;0;0.000;0;No;0;No;153;3
153-4;2023-12-25T09:00:48.000Z;2023-12-28T15:55:11.000Z;12/1/2023;12/1/2023;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;284063;3.28;2;2;1;2;0;0;0;0;0.000;0;No;0;No;153;4
