case_id;activity;activity_to;timestamp;timestamp_to;duration;duration_idle;event_number;working_duration;activity_duration;duration_at_start;activity_cost
183-2;Gleiche Rechnung aus;End;2024-03-28T13:22:17.000Z;2024-03-28T13:22:17.000Z;0;0;5;0;0;871396000;0
183-3;Start;Lege Bestellposition an;2024-03-18T11:19:01.000Z;2024-03-18T11:19:01.000Z;0;0;1;0;0;0;0
183-3;Lege Bestellposition an;Erteile Genehmigung;2024-03-18T11:19:01.000Z;2024-03-18T13:16:14.000Z;7033000;7033000;2;0;0;0;0
183-3;Erteile Genehmigung;Erfasse Rechnung;2024-03-18T13:16:14.000Z;2024-03-28T13:22:17.000Z;864363000;864363000;3;0;0;7033000;0
183-3;Erfasse Rechnung;Gleiche Rechnung aus;2024-03-28T13:22:17.000Z;2024-03-28T13:22:17.000Z;0;0;4;0;0;871396000;0
183-3;Gleiche Rechnung aus;End;2024-03-28T13:22:17.000Z;2024-03-28T13:22:17.000Z;0;0;5;0;0;871396000;0
183-4;Start;Lege Bestellposition an;2024-03-18T11:19:01.000Z;2024-03-18T11:19:01.000Z;0;0;1;0;0;0;0
183-4;Lege Bestellposition an;Erteile Genehmigung;2024-03-18T11:19:01.000Z;2024-03-18T13:16:14.000Z;7033000;7033000;2;0;0;0;0
183-4;Erteile Genehmigung;Erfasse Rechnung;2024-03-18T13:16:14.000Z;2024-03-28T13:22:17.000Z;864363000;864363000;3;0;0;7033000;0
183-4;Erfasse Rechnung;Gleiche Rechnung aus;2024-03-28T13:22:17.000Z;2024-03-28T13:22:17.000Z;0;0;4;0;0;871396000;0
183-4;Gleiche Rechnung aus;End;2024-03-28T13:22:17.000Z;2024-03-28T13:22:17.000Z;0;0;5;0;0;871396000;0
184-1;Start;Lege Bestellposition an;2024-03-21T15:57:28.000Z;2024-03-21T15:57:28.000Z;0;0;1;0;0;0;0
184-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-03-21T15:57:28.000Z;2024-03-25T13:12:04.000Z;335676000;335676000;2;0;0;0;0
184-1;Lehne Genehmigung ab;Erfasse Rechnung;2024-03-25T13:12:04.000Z;2024-04-03T10:23:08.000Z;767464000;767464000;3;0;0;335676000;0
184-1;Erfasse Rechnung;End;2024-04-03T10:23:08.000Z;2024-04-03T10:23:08.000Z;0;0;4;0;0;1103140000;0
185-1;Start;Lege Bestellposition an;2024-03-25T09:01:15.000Z;2024-03-25T09:01:15.000Z;0;0;1;0;0;0;0
185-1;Lege Bestellposition an;Erteile Genehmigung;2024-03-25T09:01:15.000Z;2024-03-26T13:13:36.000Z;101541000;101541000;2;0;0;0;0
185-1;Erteile Genehmigung;End;2024-03-26T13:13:36.000Z;2024-03-26T13:13:36.000Z;0;0;3;0;0;101541000;0
185-2;Start;Lege Bestellposition an;2024-03-25T09:01:15.000Z;2024-03-25T09:01:15.000Z;0;0;1;0;0;0;0
185-2;Lege Bestellposition an;Erteile Genehmigung;2024-03-25T09:01:15.000Z;2024-03-26T13:13:36.000Z;101541000;101541000;2;0;0;0;0
185-2;Erteile Genehmigung;Ändere Bestellposition;2024-03-26T13:13:36.000Z;2024-03-28T09:01:15.000Z;157659000;157659000;3;0;0;101541000;0
185-2;Ändere Bestellposition;End;2024-03-28T09:01:15.000Z;2024-03-28T09:01:15.000Z;0;0;4;0;0;259200000;0
185-3;Start;Lege Bestellposition an;2024-03-25T09:01:15.000Z;2024-03-25T09:01:15.000Z;0;0;1;0;0;0;0
185-3;Lege Bestellposition an;Erteile Genehmigung;2024-03-25T09:01:15.000Z;2024-03-26T13:13:36.000Z;101541000;101541000;2;0;0;0;0
185-3;Erteile Genehmigung;Ändere Bestellposition;2024-03-26T13:13:36.000Z;2024-03-29T09:01:15.000Z;244059000;244059000;3;0;0;101541000;0
185-3;Ändere Bestellposition;End;2024-03-29T09:01:15.000Z;2024-03-29T09:01:15.000Z;0;0;4;0;0;345600000;0
185-4;Start;Lege Bestellposition an;2024-03-25T09:01:15.000Z;2024-03-25T09:01:15.000Z;0;0;1;0;0;0;0
185-4;Lege Bestellposition an;Erteile Genehmigung;2024-03-25T09:01:15.000Z;2024-03-26T13:13:36.000Z;101541000;101541000;2;0;0;0;0
185-4;Erteile Genehmigung;End;2024-03-26T13:13:36.000Z;2024-03-26T13:13:36.000Z;0;0;3;0;0;101541000;0
186-1;Start;Lege Bestellposition an;2024-03-28T09:48:04.000Z;2024-03-28T09:48:04.000Z;0;0;1;0;0;0;0
186-1;Lege Bestellposition an;Ändere Bestellposition;2024-03-28T09:48:04.000Z;2024-04-01T08:48:04.000Z;342000000;342000000;2;0;0;0;0
186-1;Ändere Bestellposition;Erteile Genehmigung;2024-04-01T08:48:04.000Z;2024-04-02T13:45:59.000Z;104275000;104275000;3;0;0;342000000;0
186-1;Erteile Genehmigung;Erfasse Rechnung;2024-04-02T13:45:59.000Z;2024-04-08T07:00:03.000Z;494044000;494044000;4;0;0;446275000;0
186-1;Erfasse Rechnung;End;2024-04-08T07:00:03.000Z;2024-04-08T07:00:03.000Z;0;0;5;0;0;940319000;0
186-2;Start;Lege Bestellposition an;2024-03-28T09:48:04.000Z;2024-03-28T09:48:04.000Z;0;0;1;0;0;0;0
186-2;Lege Bestellposition an;Ändere Bestellposition;2024-03-28T09:48:04.000Z;2024-04-01T08:48:04.000Z;342000000;342000000;2;0;0;0;0
186-2;Ändere Bestellposition;Erteile Genehmigung;2024-04-01T08:48:04.000Z;2024-04-02T13:45:59.000Z;104275000;104275000;3;0;0;342000000;0
186-2;Erteile Genehmigung;Erfasse Rechnung;2024-04-02T13:45:59.000Z;2024-04-08T07:00:03.000Z;494044000;494044000;4;0;0;446275000;0
186-2;Erfasse Rechnung;End;2024-04-08T07:00:03.000Z;2024-04-08T07:00:03.000Z;0;0;5;0;0;940319000;0
186-3;Start;Lege Bestellposition an;2024-03-28T09:48:04.000Z;2024-03-28T09:48:04.000Z;0;0;1;0;0;0;0
186-3;Lege Bestellposition an;Erteile Genehmigung;2024-03-28T09:48:04.000Z;2024-04-02T13:45:59.000Z;446275000;446275000;2;0;0;0;0
186-3;Erteile Genehmigung;Erfasse Rechnung;2024-04-02T13:45:59.000Z;2024-04-08T07:00:03.000Z;494044000;494044000;3;0;0;446275000;0
186-3;Erfasse Rechnung;End;2024-04-08T07:00:03.000Z;2024-04-08T07:00:03.000Z;0;0;4;0;0;940319000;0
186-4;Start;Lege Bestellposition an;2024-03-28T09:48:04.000Z;2024-03-28T09:48:04.000Z;0;0;1;0;0;0;0
186-4;Lege Bestellposition an;Ändere Bestellposition;2024-03-28T09:48:04.000Z;2024-04-01T08:48:04.000Z;342000000;342000000;2;0;0;0;0
186-4;Ändere Bestellposition;Erteile Genehmigung;2024-04-01T08:48:04.000Z;2024-04-02T13:45:59.000Z;104275000;104275000;3;0;0;342000000;0
186-4;Erteile Genehmigung;Erfasse Rechnung;2024-04-02T13:45:59.000Z;2024-04-08T07:00:03.000Z;494044000;494044000;4;0;0;446275000;0
186-4;Erfasse Rechnung;End;2024-04-08T07:00:03.000Z;2024-04-08T07:00:03.000Z;0;0;5;0;0;940319000;0
186-5;Start;Lege Bestellposition an;2024-03-28T09:48:04.000Z;2024-03-28T09:48:04.000Z;0;0;1;0;0;0;0
186-5;Lege Bestellposition an;Erteile Genehmigung;2024-03-28T09:48:04.000Z;2024-04-02T13:45:59.000Z;446275000;446275000;2;0;0;0;0
186-5;Erteile Genehmigung;Erfasse Rechnung;2024-04-02T13:45:59.000Z;2024-04-08T07:00:03.000Z;494044000;494044000;3;0;0;446275000;0
186-5;Erfasse Rechnung;End;2024-04-08T07:00:03.000Z;2024-04-08T07:00:03.000Z;0;0;4;0;0;940319000;0
187-1;Start;Lege Bestellposition an;2024-04-01T13:28:11.000Z;2024-04-01T13:28:11.000Z;0;0;1;0;0;0;0
187-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-01T13:28:11.000Z;2024-04-02T12:56:18.000Z;84487000;84487000;2;0;0;0;0
187-1;Lehne Genehmigung ab;End;2024-04-02T12:56:18.000Z;2024-04-02T12:56:18.000Z;0;0;3;0;0;84487000;0
188-1;Start;Lege Bestellposition an;2024-04-04T14:15:58.000Z;2024-04-04T14:15:58.000Z;0;0;1;0;0;0;0
188-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-04T14:15:58.000Z;2024-04-05T10:50:55.000Z;74097000;74097000;2;0;0;0;0
188-1;Lehne Genehmigung ab;End;2024-04-05T10:50:55.000Z;2024-04-05T10:50:55.000Z;0;0;3;0;0;74097000;0
188-2;Start;Lege Bestellposition an;2024-04-04T14:15:58.000Z;2024-04-04T14:15:58.000Z;0;0;1;0;0;0;0
188-2;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-04T14:15:58.000Z;2024-04-05T10:50:55.000Z;74097000;74097000;2;0;0;0;0
188-2;Lehne Genehmigung ab;End;2024-04-05T10:50:55.000Z;2024-04-05T10:50:55.000Z;0;0;3;0;0;74097000;0
188-3;Start;Lege Bestellposition an;2024-04-04T14:15:58.000Z;2024-04-04T14:15:58.000Z;0;0;1;0;0;0;0
188-3;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-04T14:15:58.000Z;2024-04-05T10:50:55.000Z;74097000;74097000;2;0;0;0;0
188-3;Lehne Genehmigung ab;End;2024-04-05T10:50:55.000Z;2024-04-05T10:50:55.000Z;0;0;3;0;0;74097000;0
188-4;Start;Lege Bestellposition an;2024-04-04T14:15:58.000Z;2024-04-04T14:15:58.000Z;0;0;1;0;0;0;0
188-4;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-04T14:15:58.000Z;2024-04-05T10:50:55.000Z;74097000;74097000;2;0;0;0;0
188-4;Lehne Genehmigung ab;End;2024-04-05T10:50:55.000Z;2024-04-05T10:50:55.000Z;0;0;3;0;0;74097000;0
188-5;Start;Lege Bestellposition an;2024-04-04T14:15:58.000Z;2024-04-04T14:15:58.000Z;0;0;1;0;0;0;0
188-5;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-04T14:15:58.000Z;2024-04-05T10:50:55.000Z;74097000;74097000;2;0;0;0;0
188-5;Lehne Genehmigung ab;End;2024-04-05T10:50:55.000Z;2024-04-05T10:50:55.000Z;0;0;3;0;0;74097000;0
189-1;Start;Lege Bestellposition an;2024-04-08T14:23:10.000Z;2024-04-08T14:23:10.000Z;0;0;1;0;0;0;0
189-1;Lege Bestellposition an;Ändere Bestellposition;2024-04-08T14:23:10.000Z;2024-04-09T14:23:10.000Z;86400000;86400000;2;0;0;0;0
189-1;Ändere Bestellposition;Erfasse Rechnung;2024-04-09T14:23:10.000Z;2024-04-17T09:26:05.000Z;673375000;673375000;3;0;0;86400000;0
189-1;Erfasse Rechnung;End;2024-04-17T09:26:05.000Z;2024-04-17T09:26:05.000Z;0;0;4;0;0;759775000;0
189-2;Start;Lege Bestellposition an;2024-04-08T14:23:10.000Z;2024-04-08T14:23:10.000Z;0;0;1;0;0;0;0
189-2;Lege Bestellposition an;Erfasse Rechnung;2024-04-08T14:23:10.000Z;2024-04-17T09:26:05.000Z;759775000;759775000;2;0;0;0;0
189-2;Erfasse Rechnung;End;2024-04-17T09:26:05.000Z;2024-04-17T09:26:05.000Z;0;0;3;0;0;759775000;0
189-3;Start;Lege Bestellposition an;2024-04-08T14:23:10.000Z;2024-04-08T14:23:10.000Z;0;0;1;0;0;0;0
189-3;Lege Bestellposition an;Erfasse Rechnung;2024-04-08T14:23:10.000Z;2024-04-17T09:26:05.000Z;759775000;759775000;2;0;0;0;0
189-3;Erfasse Rechnung;End;2024-04-17T09:26:05.000Z;2024-04-17T09:26:05.000Z;0;0;3;0;0;759775000;0
189-4;Start;Lege Bestellposition an;2024-04-08T14:23:10.000Z;2024-04-08T14:23:10.000Z;0;0;1;0;0;0;0
189-4;Lege Bestellposition an;Erfasse Rechnung;2024-04-08T14:23:10.000Z;2024-04-17T09:26:05.000Z;759775000;759775000;2;0;0;0;0
189-4;Erfasse Rechnung;End;2024-04-17T09:26:05.000Z;2024-04-17T09:26:05.000Z;0;0;3;0;0;759775000;0
189-5;Start;Lege Bestellposition an;2024-04-08T14:23:10.000Z;2024-04-08T14:23:10.000Z;0;0;1;0;0;0;0
189-5;Lege Bestellposition an;Erfasse Rechnung;2024-04-08T14:23:10.000Z;2024-04-17T09:26:05.000Z;759775000;759775000;2;0;0;0;0
189-5;Erfasse Rechnung;End;2024-04-17T09:26:05.000Z;2024-04-17T09:26:05.000Z;0;0;3;0;0;759775000;0
190-1;Start;Lege Bestellposition an;2024-04-11T07:36:03.000Z;2024-04-11T07:36:03.000Z;0;0;1;0;0;0;0
190-1;Lege Bestellposition an;Ändere Bestellposition;2024-04-11T07:36:03.000Z;2024-04-13T07:36:03.000Z;172800000;172800000;2;0;0;0;0
190-1;Ändere Bestellposition;Lehne Genehmigung ab;2024-04-13T07:36:03.000Z;2024-04-15T11:58:32.000Z;188549000;188549000;3;0;0;172800000;0
190-1;Lehne Genehmigung ab;End;2024-04-15T11:58:32.000Z;2024-04-15T11:58:32.000Z;0;0;4;0;0;361349000;0
190-2;Start;Lege Bestellposition an;2024-04-11T07:36:03.000Z;2024-04-11T07:36:03.000Z;0;0;1;0;0;0;0
190-2;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-11T07:36:03.000Z;2024-04-15T11:58:32.000Z;361349000;361349000;2;0;0;0;0
190-2;Lehne Genehmigung ab;End;2024-04-15T11:58:32.000Z;2024-04-15T11:58:32.000Z;0;0;3;0;0;361349000;0
190-3;Start;Lege Bestellposition an;2024-04-11T07:36:03.000Z;2024-04-11T07:36:03.000Z;0;0;1;0;0;0;0
190-3;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-11T07:36:03.000Z;2024-04-15T11:58:32.000Z;361349000;361349000;2;0;0;0;0
190-3;Lehne Genehmigung ab;End;2024-04-15T11:58:32.000Z;2024-04-15T11:58:32.000Z;0;0;3;0;0;361349000;0
191-1;Start;Lege Bestellposition an;2024-04-15T12:37:07.000Z;2024-04-15T12:37:07.000Z;0;0;1;0;0;0;0
191-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-15T12:37:07.000Z;2024-04-16T13:14:09.000Z;88622000;88622000;2;0;0;0;0
191-1;Lehne Genehmigung ab;Wareneingang erfasst;2024-04-16T13:14:09.000Z;2024-04-18T08:23:46.000Z;155377000;155377000;3;0;0;88622000;0
191-1;Wareneingang erfasst;Erfasse Rechnung;2024-04-18T08:23:46.000Z;2024-04-23T07:40:54.000Z;429428000;429428000;4;0;0;243999000;0
191-1;Erfasse Rechnung;Gleiche Rechnung aus;2024-04-23T07:40:54.000Z;2024-04-23T07:40:54.000Z;0;0;5;0;0;673427000;0
191-1;Gleiche Rechnung aus;End;2024-04-23T07:40:54.000Z;2024-04-23T07:40:54.000Z;0;0;6;0;0;673427000;0
192-1;Start;Erteile Genehmigung;2024-04-16T08:54:21.000Z;2024-04-16T08:54:21.000Z;0;0;1;0;0;0;0
192-1;Erteile Genehmigung;Lege Bestellposition an;2024-04-16T08:54:21.000Z;2024-04-16T11:34:07.000Z;9586000;9586000;2;0;0;0;0
192-1;Lege Bestellposition an;Ändere Bestellposition;2024-04-16T11:34:07.000Z;2024-04-18T11:34:07.000Z;172800000;172800000;3;0;0;9586000;0
192-1;Ändere Bestellposition;Wareneingang erfasst;2024-04-18T11:34:07.000Z;2024-04-22T14:11:49.000Z;355062000;355062000;4;0;0;182386000;0
192-1;Wareneingang erfasst;Erfasse Rechnung;2024-04-22T14:11:49.000Z;2024-04-30T14:34:36.000Z;692567000;692567000;5;0;0;537448000;0
192-1;Erfasse Rechnung;End;2024-04-30T14:34:36.000Z;2024-04-30T14:34:36.000Z;0;0;6;0;0;1230015000;0
192-2;Start;Erteile Genehmigung;2024-04-16T08:54:21.000Z;2024-04-16T08:54:21.000Z;0;0;1;0;0;0;0
192-2;Erteile Genehmigung;Lege Bestellposition an;2024-04-16T08:54:21.000Z;2024-04-16T11:34:07.000Z;9586000;9586000;2;0;0;0;0
192-2;Lege Bestellposition an;Wareneingang erfasst;2024-04-16T11:34:07.000Z;2024-04-22T13:41:03.000Z;526016000;526016000;3;0;0;9586000;0
192-2;Wareneingang erfasst;Erfasse Rechnung;2024-04-22T13:41:03.000Z;2024-04-30T14:34:36.000Z;694413000;694413000;4;0;0;535602000;0
192-2;Erfasse Rechnung;End;2024-04-30T14:34:36.000Z;2024-04-30T14:34:36.000Z;0;0;5;0;0;1230015000;0
192-3;Start;Erteile Genehmigung;2024-04-16T08:54:21.000Z;2024-04-16T08:54:21.000Z;0;0;1;0;0;0;0
192-3;Erteile Genehmigung;Lege Bestellposition an;2024-04-16T08:54:21.000Z;2024-04-16T11:34:07.000Z;9586000;9586000;2;0;0;0;0
192-3;Lege Bestellposition an;Ändere Bestellposition;2024-04-16T11:34:07.000Z;2024-04-21T11:34:07.000Z;432000000;432000000;3;0;0;9586000;0
192-3;Ändere Bestellposition;Wareneingang erfasst;2024-04-21T11:34:07.000Z;2024-04-24T12:39:56.000Z;263149000;263149000;4;0;0;441586000;0
192-3;Wareneingang erfasst;Erfasse Rechnung;2024-04-24T12:39:56.000Z;2024-04-30T14:34:36.000Z;525280000;525280000;5;0;0;704735000;0
192-3;Erfasse Rechnung;End;2024-04-30T14:34:36.000Z;2024-04-30T14:34:36.000Z;0;0;6;0;0;1230015000;0
192-4;Start;Erteile Genehmigung;2024-04-16T08:54:21.000Z;2024-04-16T08:54:21.000Z;0;0;1;0;0;0;0
192-4;Erteile Genehmigung;Lege Bestellposition an;2024-04-16T08:54:21.000Z;2024-04-16T11:34:07.000Z;9586000;9586000;2;0;0;0;0
192-4;Lege Bestellposition an;Wareneingang erfasst;2024-04-16T11:34:07.000Z;2024-04-25T14:56:34.000Z;789747000;789747000;3;0;0;9586000;0
192-4;Wareneingang erfasst;Erfasse Rechnung;2024-04-25T14:56:34.000Z;2024-04-30T14:34:36.000Z;430682000;430682000;4;0;0;799333000;0
192-4;Erfasse Rechnung;End;2024-04-30T14:34:36.000Z;2024-04-30T14:34:36.000Z;0;0;5;0;0;1230015000;0
192-5;Start;Erteile Genehmigung;2024-04-16T08:54:21.000Z;2024-04-16T08:54:21.000Z;0;0;1;0;0;0;0
192-5;Erteile Genehmigung;Lege Bestellposition an;2024-04-16T08:54:21.000Z;2024-04-16T11:34:07.000Z;9586000;9586000;2;0;0;0;0
192-5;Lege Bestellposition an;Wareneingang erfasst;2024-04-16T11:34:07.000Z;2024-04-25T13:49:02.000Z;785695000;785695000;3;0;0;9586000;0
192-5;Wareneingang erfasst;Erfasse Rechnung;2024-04-25T13:49:02.000Z;2024-04-30T14:34:36.000Z;434734000;434734000;4;0;0;795281000;0
192-5;Erfasse Rechnung;End;2024-04-30T14:34:36.000Z;2024-04-30T14:34:36.000Z;0;0;5;0;0;1230015000;0
193-1;Start;Lege Bestellposition an;2024-04-19T10:11:23.000Z;2024-04-19T10:11:23.000Z;0;0;1;0;0;0;0
193-1;Lege Bestellposition an;Erfasse Rechnung;2024-04-19T10:11:23.000Z;2024-04-29T11:29:23.000Z;868680000;868680000;2;0;0;0;0
193-1;Erfasse Rechnung;End;2024-04-29T11:29:23.000Z;2024-04-29T11:29:23.000Z;0;0;3;0;0;868680000;0
193-2;Start;Lege Bestellposition an;2024-04-19T10:11:23.000Z;2024-04-19T10:11:23.000Z;0;0;1;0;0;0;0
193-2;Lege Bestellposition an;Ändere Bestellposition;2024-04-19T10:11:23.000Z;2024-04-21T10:11:23.000Z;172800000;172800000;2;0;0;0;0
193-2;Ändere Bestellposition;Erfasse Rechnung;2024-04-21T10:11:23.000Z;2024-04-29T11:29:23.000Z;695880000;695880000;3;0;0;172800000;0
193-2;Erfasse Rechnung;End;2024-04-29T11:29:23.000Z;2024-04-29T11:29:23.000Z;0;0;4;0;0;868680000;0
194-1;Start;Lege Bestellposition an;2024-04-22T11:45:38.000Z;2024-04-22T11:45:38.000Z;0;0;1;0;0;0;0
194-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-22T11:45:38.000Z;2024-04-22T13:56:38.000Z;7860000;7860000;2;0;0;0;0
194-1;Lehne Genehmigung ab;End;2024-04-22T13:56:38.000Z;2024-04-22T13:56:38.000Z;0;0;3;0;0;7860000;0
194-2;Start;Lege Bestellposition an;2024-04-22T11:45:38.000Z;2024-04-22T11:45:38.000Z;0;0;1;0;0;0;0
194-2;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-22T11:45:38.000Z;2024-04-22T13:56:38.000Z;7860000;7860000;2;0;0;0;0
194-2;Lehne Genehmigung ab;End;2024-04-22T13:56:38.000Z;2024-04-22T13:56:38.000Z;0;0;3;0;0;7860000;0
194-3;Start;Lege Bestellposition an;2024-04-22T11:45:38.000Z;2024-04-22T11:45:38.000Z;0;0;1;0;0;0;0
194-3;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-22T11:45:38.000Z;2024-04-22T13:56:38.000Z;7860000;7860000;2;0;0;0;0
194-3;Lehne Genehmigung ab;Ändere Bestellposition;2024-04-22T13:56:38.000Z;2024-04-27T11:45:38.000Z;424140000;424140000;3;0;0;7860000;0
194-3;Ändere Bestellposition;End;2024-04-27T11:45:38.000Z;2024-04-27T11:45:38.000Z;0;0;4;0;0;432000000;0
194-4;Start;Lege Bestellposition an;2024-04-22T11:45:38.000Z;2024-04-22T11:45:38.000Z;0;0;1;0;0;0;0
194-4;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-22T11:45:38.000Z;2024-04-22T13:56:38.000Z;7860000;7860000;2;0;0;0;0
194-4;Lehne Genehmigung ab;End;2024-04-22T13:56:38.000Z;2024-04-22T13:56:38.000Z;0;0;3;0;0;7860000;0
194-5;Start;Lege Bestellposition an;2024-04-22T11:45:38.000Z;2024-04-22T11:45:38.000Z;0;0;1;0;0;0;0
194-5;Lege Bestellposition an;Lehne Genehmigung ab;2024-04-22T11:45:38.000Z;2024-04-22T13:56:38.000Z;7860000;7860000;2;0;0;0;0
194-5;Lehne Genehmigung ab;End;2024-04-22T13:56:38.000Z;2024-04-22T13:56:38.000Z;0;0;3;0;0;7860000;0
195-1;Start;Lege Bestellposition an;2024-04-25T08:08:14.000Z;2024-04-25T08:08:14.000Z;0;0;1;0;0;0;0
195-1;Lege Bestellposition an;Erteile Genehmigung;2024-04-25T08:08:14.000Z;2024-04-25T09:50:13.000Z;6119000;6119000;2;0;0;0;0
195-1;Erteile Genehmigung;Erfasse Rechnung;2024-04-25T09:50:13.000Z;2024-05-06T10:24:01.000Z;952428000;952428000;3;0;0;6119000;0
195-1;Erfasse Rechnung;End;2024-05-06T10:24:01.000Z;2024-05-06T10:24:01.000Z;0;0;4;0;0;958547000;0
195-2;Start;Lege Bestellposition an;2024-04-25T08:08:14.000Z;2024-04-25T08:08:14.000Z;0;0;1;0;0;0;0
195-2;Lege Bestellposition an;Erteile Genehmigung;2024-04-25T08:08:14.000Z;2024-04-25T09:50:13.000Z;6119000;6119000;2;0;0;0;0
195-2;Erteile Genehmigung;Erfasse Rechnung;2024-04-25T09:50:13.000Z;2024-05-06T10:24:01.000Z;952428000;952428000;3;0;0;6119000;0
195-2;Erfasse Rechnung;End;2024-05-06T10:24:01.000Z;2024-05-06T10:24:01.000Z;0;0;4;0;0;958547000;0
195-3;Start;Lege Bestellposition an;2024-04-25T08:08:14.000Z;2024-04-25T08:08:14.000Z;0;0;1;0;0;0;0
195-3;Lege Bestellposition an;Erteile Genehmigung;2024-04-25T08:08:14.000Z;2024-04-25T09:50:13.000Z;6119000;6119000;2;0;0;0;0
195-3;Erteile Genehmigung;Erfasse Rechnung;2024-04-25T09:50:13.000Z;2024-05-06T10:24:01.000Z;952428000;952428000;3;0;0;6119000;0
195-3;Erfasse Rechnung;End;2024-05-06T10:24:01.000Z;2024-05-06T10:24:01.000Z;0;0;4;0;0;958547000;0
196-1;Start;Lege Bestellposition an;2024-04-29T09:54:16.000Z;2024-04-29T09:54:16.000Z;0;0;1;0;0;0;0
196-1;Lege Bestellposition an;Erteile Genehmigung;2024-04-29T09:54:16.000Z;2024-05-01T08:43:17.000Z;168541000;168541000;2;0;0;0;0
196-1;Erteile Genehmigung;End;2024-05-01T08:43:17.000Z;2024-05-01T08:43:17.000Z;0;0;3;0;0;168541000;0
196-2;Start;Lege Bestellposition an;2024-04-29T09:54:16.000Z;2024-04-29T09:54:16.000Z;0;0;1;0;0;0;0
196-2;Lege Bestellposition an;Erteile Genehmigung;2024-04-29T09:54:16.000Z;2024-05-01T08:43:17.000Z;168541000;168541000;2;0;0;0;0
196-2;Erteile Genehmigung;End;2024-05-01T08:43:17.000Z;2024-05-01T08:43:17.000Z;0;0;3;0;0;168541000;0
197-1;Start;Lege Bestellposition an;2024-05-01T09:04:41.000Z;2024-05-01T09:04:41.000Z;0;0;1;0;0;0;0
197-1;Lege Bestellposition an;Lehne Genehmigung ab;2024-05-01T09:04:41.000Z;2024-05-02T09:58:38.000Z;89637000;89637000;2;0;0;0;0
197-1;Lehne Genehmigung ab;Wareneingang erfasst;2024-05-02T09:58:38.000Z;2024-05-06T08:49:32.000Z;341454000;341454000;3;0;0;89637000;0
197-1;Wareneingang erfasst;Erfasse Rechnung;2024-05-06T08:49:32.000Z;2024-05-15T08:22:48.000Z;775996000;775996000;4;0;0;431091000;0
197-1;Erfasse Rechnung;End;2024-05-15T08:22:48.000Z;2024-05-15T08:22:48.000Z;0;0;5;0;0;1207087000;0
197-2;Start;Lege Bestellposition an;2024-05-01T09:04:41.000Z;2024-05-01T09:04:41.000Z;0;0;1;0;0;0;0
197-2;Lege Bestellposition an;Lehne Genehmigung ab;2024-05-01T09:04:41.000Z;2024-05-02T09:58:38.000Z;89637000;89637000;2;0;0;0;0
197-2;Lehne Genehmigung ab;Wareneingang erfasst;2024-05-02T09:58:38.000Z;2024-05-08T10:52:39.000Z;521641000;521641000;3;0;0;89637000;0
197-2;Wareneingang erfasst;Erfasse Rechnung;2024-05-08T10:52:39.000Z;2024-05-15T08:22:48.000Z;595809000;595809000;4;0;0;611278000;0
197-2;Erfasse Rechnung;End;2024-05-15T08:22:48.000Z;2024-05-15T08:22:48.000Z;0;0;5;0;0;1207087000;0
197-3;Start;Lege Bestellposition an;2024-05-01T09:04:41.000Z;2024-05-01T09:04:41.000Z;0;0;1;0;0;0;0
197-3;Lege Bestellposition an;Lehne Genehmigung ab;2024-05-01T09:04:41.000Z;2024-05-02T09:58:38.000Z;89637000;89637000;2;0;0;0;0
197-3;Lehne Genehmigung ab;Wareneingang erfasst;2024-05-02T09:58:38.000Z;2024-05-08T09:21:18.000Z;516160000;516160000;3;0;0;89637000;0
197-3;Wareneingang erfasst;Erfasse Rechnung;2024-05-08T09:21:18.000Z;2024-05-15T08:22:48.000Z;601290000;601290000;4;0;0;605797000;0
197-3;Erfasse Rechnung;End;2024-05-15T08:22:48.000Z;2024-05-15T08:22:48.000Z;0;0;5;0;0;1207087000;0
197-4;Start;Lege Bestellposition an;2024-05-01T09:04:41.000Z;2024-05-01T09:04:41.000Z;0;0;1;0;0;0;0
197-4;Lege Bestellposition an;Ändere Bestellposition;2024-05-01T09:04:41.000Z;2024-05-02T09:04:41.000Z;86400000;86400000;2;0;0;0;0
197-4;Ändere Bestellposition;Lehne Genehmigung ab;2024-05-02T09:04:41.000Z;2024-05-02T09:58:38.000Z;3237000;3237000;3;0;0;86400000;0
197-4;Lehne Genehmigung ab;Wareneingang erfasst;2024-05-02T09:58:38.000Z;2024-05-09T08:32:26.000Z;599628000;599628000;4;0;0;89637000;0
197-4;Wareneingang erfasst;Erfasse Rechnung;2024-05-09T08:32:26.000Z;2024-05-15T08:22:48.000Z;517822000;517822000;5;0;0;689265000;0
