filter;path_id
Lege Bestellposition an;568
Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 1 an;568
Fordere Genehmigung Level 2 an;568
Fordere Genehmigung Level 1 an->Fordere Genehmigung Level 3 an;568
Fordere Genehmigung Level 1 an;568
Fordere Genehmigung Level 3 an->Erfasse Wareneingang;568
Fordere Genehmigung Level 3 an;568
Erfasse Wareneingang->Ändere Bestellposition: Menge;568
Erfasse Wareneingang;568
Ändere Bestellposition: Menge->Erfasse Rechnung;568
Ändere Bestellposition: Menge;568
Erfasse Rechnung->End;568
Erfasse Rechnung;568
Start->Lehne Genehmigung Level 2 ab;180
Lehne Genehmigung Level 2 ab->Lege Bestellposition an;180
Lehne Genehmigung Level 2 ab;180
Lege Bestellposition an->Erteile Genehmigung Level 1;180
Lege Bestellposition an;180
Erteile Genehmigung Level 1->Erfasse Rechnung;180
Erteile Genehmigung Level 1;180
Erfasse Rechnung->End;180
Erfasse Rechnung;180
Start->Lehne Genehmigung Level 2 ab;569
Lehne Genehmigung Level 2 ab->Lege Bestellposition an;569
Lehne Genehmigung Level 2 ab;569
Lege Bestellposition an->Erteile Genehmigung Level 1;569
Lege Bestellposition an;569
Erteile Genehmigung Level 1->Ändere Bestellposition: Material;569
Erteile Genehmigung Level 1;569
Ändere Bestellposition: Material->Erfasse Rechnung;569
Ändere Bestellposition: Material;569
Erfasse Rechnung->End;569
Erfasse Rechnung;569
Start->Lege Bestellposition an;14
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;14
Lege Bestellposition an;14
Lehne Genehmigung Level 1 ab->Lehne Wareneingang ab;14
Lehne Genehmigung Level 1 ab;14
Lehne Wareneingang ab->Erfasse Rechnung;14
Lehne Wareneingang ab;14
Erfasse Rechnung->End;14
Erfasse Rechnung;14
Start->Lege Bestellposition an;311
Lege Bestellposition an->Ändere Bestellposition: Menge;311
Lege Bestellposition an;311
Ändere Bestellposition: Menge->Lehne Genehmigung Level 1 ab;311
Ändere Bestellposition: Menge;311
Lehne Genehmigung Level 1 ab->Lehne Wareneingang ab;311
Lehne Genehmigung Level 1 ab;311
Lehne Wareneingang ab->Erfasse Rechnung;311
Lehne Wareneingang ab;311
Erfasse Rechnung->End;311
Erfasse Rechnung;311
Start->Lege Bestellposition an;181
Lege Bestellposition an->Erteile Genehmigung Level 1;181
Lege Bestellposition an;181
Erteile Genehmigung Level 1->Ändere Bestellposition: Material;181
Erteile Genehmigung Level 1;181
Ändere Bestellposition: Material->Erfasse Rechnung;181
Ändere Bestellposition: Material;181
Erfasse Rechnung->End;181
Erfasse Rechnung;181
Start->Lege Bestellposition an;42
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;42
Lege Bestellposition an;42
Lehne Genehmigung Level 1 ab->Erfasse Wareneingang;42
Lehne Genehmigung Level 1 ab;42
Erfasse Wareneingang->Erfasse Rechnung;42
Erfasse Wareneingang;42
Erfasse Rechnung->End;42
Erfasse Rechnung;42
Start->Lege Bestellposition an;570
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;570
Lege Bestellposition an;570
Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2;570
Lehne Genehmigung Level 1 ab;570
Erteile Genehmigung Level 2->Fordere Genehmigung Level 3 an;570
Erteile Genehmigung Level 2;570
Fordere Genehmigung Level 3 an->Ändere Bestellposition: Preis;570
Fordere Genehmigung Level 3 an;570
Ändere Bestellposition: Preis->Ändere Bestellung: Währung;570
Ändere Bestellposition: Preis;570
Ändere Bestellung: Währung->End;570
Ändere Bestellung: Währung;570
Start->Lege Bestellposition an;312
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;312
Lege Bestellposition an;312
Lehne Genehmigung Level 1 ab->Erteile Genehmigung Level 2;312
Lehne Genehmigung Level 1 ab;312
Erteile Genehmigung Level 2->Fordere Genehmigung Level 3 an;312
Erteile Genehmigung Level 2;312
Fordere Genehmigung Level 3 an->Ändere Bestellung: Währung;312
Fordere Genehmigung Level 3 an;312
Ändere Bestellung: Währung->End;312
Ändere Bestellung: Währung;312
Start->Lege Bestellposition an;29
Lege Bestellposition an->Erteile Genehmigung Level 1;29
Lege Bestellposition an;29
Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an;29
Erteile Genehmigung Level 1;29
Fordere Genehmigung Level 2 an->End;29
Fordere Genehmigung Level 2 an;29
Start->Lege Bestellposition an;125
Lege Bestellposition an->Fordere Genehmigung Level 3 an;125
Lege Bestellposition an;125
Fordere Genehmigung Level 3 an->Ändere Bestellung: Währung;125
Fordere Genehmigung Level 3 an;125
Ändere Bestellung: Währung->Fordere Genehmigung Level 2 an;125
Ändere Bestellung: Währung;125
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab;125
Fordere Genehmigung Level 2 an;125
Lehne Genehmigung Level 1 ab->End;125
Lehne Genehmigung Level 1 ab;125
Start->Lege Bestellposition an;571
Lege Bestellposition an->Fordere Genehmigung Level 3 an;571
Lege Bestellposition an;571
Fordere Genehmigung Level 3 an->Ändere Bestellung: Währung;571
Fordere Genehmigung Level 3 an;571
Ändere Bestellung: Währung->Fordere Genehmigung Level 2 an;571
Ändere Bestellung: Währung;571
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab;571
Fordere Genehmigung Level 2 an;571
Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Preis;571
Lehne Genehmigung Level 1 ab;571
Ändere Bestellposition: Preis->End;571
Ändere Bestellposition: Preis;571
Start->Lege Bestellposition an;126
Lege Bestellposition an->Fordere Genehmigung Level 2 an;126
Lege Bestellposition an;126
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab;126
Fordere Genehmigung Level 2 an;126
Lehne Genehmigung Level 1 ab->End;126
Lehne Genehmigung Level 1 ab;126
Start->Lege Bestellposition an;182
Lege Bestellposition an->Fordere Genehmigung Level 2 an;182
Lege Bestellposition an;182
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 1 ab;182
Fordere Genehmigung Level 2 an;182
Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Menge;182
Lehne Genehmigung Level 1 ab;182
Ändere Bestellposition: Menge->End;182
Ändere Bestellposition: Menge;182
Start->Lege Bestellposition an;313
Lege Bestellposition an->Fordere Genehmigung Level 1 an;313
Lege Bestellposition an;313
Fordere Genehmigung Level 1 an->Ändere Bestellung: Lieferant;313
Fordere Genehmigung Level 1 an;313
Ändere Bestellung: Lieferant->Erfasse Wareneingang;313
Ändere Bestellung: Lieferant;313
Erfasse Wareneingang->Erfasse Rechnung;313
Erfasse Wareneingang;313
Erfasse Rechnung->Gleiche Rechnung aus;313
Erfasse Rechnung;313
Gleiche Rechnung aus->End;313
Gleiche Rechnung aus;313
Start->Lege Bestellposition an;572
Lege Bestellposition an->Fordere Genehmigung Level 1 an;572
Lege Bestellposition an;572
Fordere Genehmigung Level 1 an->Ändere Bestellung: Lieferant;572
Fordere Genehmigung Level 1 an;572
Ändere Bestellung: Lieferant->Erfasse Wareneingang;572
Ändere Bestellung: Lieferant;572
Erfasse Wareneingang->Ändere Bestellposition: Menge;572
Erfasse Wareneingang;572
Ändere Bestellposition: Menge->Erfasse Rechnung;572
Ändere Bestellposition: Menge;572
Erfasse Rechnung->Gleiche Rechnung aus;572
Erfasse Rechnung;572
Gleiche Rechnung aus->End;572
Gleiche Rechnung aus;572
Start->Lege Bestellposition an;573
Lege Bestellposition an->Fordere Genehmigung Level 1 an;573
Lege Bestellposition an;573
Fordere Genehmigung Level 1 an->Ändere Bestellung: Lieferant;573
Fordere Genehmigung Level 1 an;573
Ändere Bestellung: Lieferant->Lehne Wareneingang ab;573
Ändere Bestellung: Lieferant;573
Lehne Wareneingang ab->Erfasse Rechnung;573
Lehne Wareneingang ab;573
Erfasse Rechnung->Gleiche Rechnung aus;573
Erfasse Rechnung;573
Gleiche Rechnung aus->End;573
Gleiche Rechnung aus;573
Start->Erteile Genehmigung Level 2;127
Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab;127
Erteile Genehmigung Level 2;127
Lehne Genehmigung Level 1 ab->Lege Bestellposition an;127
Lehne Genehmigung Level 1 ab;127
Lege Bestellposition an->Erteile Genehmigung Level 3;127
Lege Bestellposition an;127
Erteile Genehmigung Level 3->End;127
Erteile Genehmigung Level 3;127
Start->Erteile Genehmigung Level 2;574
Erteile Genehmigung Level 2->Lehne Genehmigung Level 1 ab;574
Erteile Genehmigung Level 2;574
Lehne Genehmigung Level 1 ab->Lege Bestellposition an;574
Lehne Genehmigung Level 1 ab;574
Lege Bestellposition an->Erteile Genehmigung Level 3;574
Lege Bestellposition an;574
Erteile Genehmigung Level 3->Ändere Bestellposition: Material;574
Erteile Genehmigung Level 3;574
Ändere Bestellposition: Material->End;574
Ändere Bestellposition: Material;574
Start->Lege Bestellposition an;575
Lege Bestellposition an->Erteile Genehmigung Level 1;575
Lege Bestellposition an;575
Erteile Genehmigung Level 1->Lehne Genehmigung Level 3 ab;575
Erteile Genehmigung Level 1;575
Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 2 an;575
Lehne Genehmigung Level 3 ab;575
Fordere Genehmigung Level 2 an->Ändere Bestellposition: Menge;575
Fordere Genehmigung Level 2 an;575
Ändere Bestellposition: Menge->Lehne Wareneingang ab;575
Ändere Bestellposition: Menge;575
Lehne Wareneingang ab->Erfasse Rechnung;575
Lehne Wareneingang ab;575
Erfasse Rechnung->End;575
Erfasse Rechnung;575
Start->Lege Bestellposition an;314
Lege Bestellposition an->Erteile Genehmigung Level 1;314
Lege Bestellposition an;314
Erteile Genehmigung Level 1->Lehne Genehmigung Level 3 ab;314
Erteile Genehmigung Level 1;314
Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 2 an;314
Lehne Genehmigung Level 3 ab;314
Fordere Genehmigung Level 2 an->Lehne Wareneingang ab;314
Fordere Genehmigung Level 2 an;314
Lehne Wareneingang ab->Erfasse Rechnung;314
Lehne Wareneingang ab;314
Erfasse Rechnung->End;314
Erfasse Rechnung;314
Start->Lege Bestellposition an;576
Lege Bestellposition an->Erteile Genehmigung Level 1;576
Lege Bestellposition an;576
Erteile Genehmigung Level 1->Lehne Genehmigung Level 3 ab;576
Erteile Genehmigung Level 1;576
Lehne Genehmigung Level 3 ab->Fordere Genehmigung Level 2 an;576
Lehne Genehmigung Level 3 ab;576
Fordere Genehmigung Level 2 an->Erfasse Wareneingang;576
Fordere Genehmigung Level 2 an;576
Erfasse Wareneingang->Erfasse Rechnung;576
Erfasse Wareneingang;576
Erfasse Rechnung->End;576
Erfasse Rechnung;576
Start->Lege Bestellposition an;577
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;577
Lege Bestellposition an;577
Lehne Genehmigung Level 1 ab->Ändere Bestellposition: Material;577
Lehne Genehmigung Level 1 ab;577
Ändere Bestellposition: Material->Lehne Genehmigung Level 2 ab;577
Ändere Bestellposition: Material;577
Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 3 an;577
Lehne Genehmigung Level 2 ab;577
Fordere Genehmigung Level 3 an->End;577
Fordere Genehmigung Level 3 an;577
Start->Fordere Genehmigung Level 3 an;315
Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 2 ab;315
Fordere Genehmigung Level 3 an;315
Lehne Genehmigung Level 2 ab->Lege Bestellposition an;315
Lehne Genehmigung Level 2 ab;315
Lege Bestellposition an->Fordere Genehmigung Level 1 an;315
Lege Bestellposition an;315
Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung;315
Fordere Genehmigung Level 1 an;315
Ändere Bestellung: Währung->End;315
Ändere Bestellung: Währung;315
Start->Fordere Genehmigung Level 3 an;316
Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 2 ab;316
Fordere Genehmigung Level 3 an;316
Lehne Genehmigung Level 2 ab->Lege Bestellposition an;316
Lehne Genehmigung Level 2 ab;316
Lege Bestellposition an->Fordere Genehmigung Level 1 an;316
Lege Bestellposition an;316
Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung;316
Fordere Genehmigung Level 1 an;316
Ändere Bestellung: Währung->Ändere Bestellposition: Preis;316
Ändere Bestellung: Währung;316
Ändere Bestellposition: Preis->End;316
Ändere Bestellposition: Preis;316
Start->Fordere Genehmigung Level 3 an;578
Fordere Genehmigung Level 3 an->Lehne Genehmigung Level 2 ab;578
Fordere Genehmigung Level 3 an;578
Lehne Genehmigung Level 2 ab->Lege Bestellposition an;578
Lehne Genehmigung Level 2 ab;578
Lege Bestellposition an->Fordere Genehmigung Level 1 an;578
Lege Bestellposition an;578
Fordere Genehmigung Level 1 an->Ändere Bestellung: Währung;578
Fordere Genehmigung Level 1 an;578
Ändere Bestellung: Währung->Ändere Bestellposition: Material;578
Ändere Bestellung: Währung;578
Ändere Bestellposition: Material->End;578
Ändere Bestellposition: Material;578
Start->Lege Bestellposition an;579
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;579
Lege Bestellposition an;579
Lehne Genehmigung Level 1 ab->Lehne Wareneingang ab;579
Lehne Genehmigung Level 1 ab;579
Lehne Wareneingang ab->Fordere Genehmigung Level 2 an;579
Lehne Wareneingang ab;579
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab;579
Fordere Genehmigung Level 2 an;579
Lehne Genehmigung Level 3 ab->Erfasse Rechnung;579
Lehne Genehmigung Level 3 ab;579
Erfasse Rechnung->End;579
Erfasse Rechnung;579
Start->Lege Bestellposition an;317
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;317
Lege Bestellposition an;317
Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an;317
Lehne Genehmigung Level 1 ab;317
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab;317
Fordere Genehmigung Level 2 an;317
Lehne Genehmigung Level 3 ab->Lehne Wareneingang ab;317
Lehne Genehmigung Level 3 ab;317
Lehne Wareneingang ab->Erfasse Rechnung;317
Lehne Wareneingang ab;317
Erfasse Rechnung->End;317
Erfasse Rechnung;317
Start->Lege Bestellposition an;580
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;580
Lege Bestellposition an;580
Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an;580
Lehne Genehmigung Level 1 ab;580
Fordere Genehmigung Level 2 an->Lehne Genehmigung Level 3 ab;580
Fordere Genehmigung Level 2 an;580
Lehne Genehmigung Level 3 ab->Ändere Bestellposition: Preis;580
Lehne Genehmigung Level 3 ab;580
Ändere Bestellposition: Preis->Erfasse Wareneingang;580
Ändere Bestellposition: Preis;580
Erfasse Wareneingang->Erfasse Rechnung;580
Erfasse Wareneingang;580
Erfasse Rechnung->End;580
Erfasse Rechnung;580
Start->Lehne Genehmigung Level 2 ab;581
Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an;581
Lehne Genehmigung Level 2 ab;581
Fordere Genehmigung Level 1 an->Lege Bestellposition an;581
Fordere Genehmigung Level 1 an;581
Lege Bestellposition an->Ändere Bestellposition: Preis;581
Lege Bestellposition an;581
Ändere Bestellposition: Preis->End;581
Ändere Bestellposition: Preis;581
Start->Lehne Genehmigung Level 2 ab;92
Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an;92
Lehne Genehmigung Level 2 ab;92
Fordere Genehmigung Level 1 an->Lege Bestellposition an;92
Fordere Genehmigung Level 1 an;92
Lege Bestellposition an->End;92
Lege Bestellposition an;92
Start->Fordere Genehmigung Level 2 an;582
Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 1 an;582
Fordere Genehmigung Level 2 an;582
Fordere Genehmigung Level 1 an->Lege Bestellposition an;582
Fordere Genehmigung Level 1 an;582
Lege Bestellposition an->Lehne Genehmigung Level 3 ab;582
Lege Bestellposition an;582
Lehne Genehmigung Level 3 ab->Ändere Bestellung: Währung;582
Lehne Genehmigung Level 3 ab;582
Ändere Bestellung: Währung->End;582
Ändere Bestellung: Währung;582
Start->Fordere Genehmigung Level 2 an;583
Fordere Genehmigung Level 2 an->Fordere Genehmigung Level 1 an;583
Fordere Genehmigung Level 2 an;583
Fordere Genehmigung Level 1 an->Lege Bestellposition an;583
Fordere Genehmigung Level 1 an;583
Lege Bestellposition an->Lehne Genehmigung Level 3 ab;583
Lege Bestellposition an;583
Lehne Genehmigung Level 3 ab->Ändere Bestellung: Währung;583
Lehne Genehmigung Level 3 ab;583
Ändere Bestellung: Währung->Ändere Bestellposition: Menge;583
Ändere Bestellung: Währung;583
Ändere Bestellposition: Menge->End;583
Ändere Bestellposition: Menge;583
Start->Fordere Genehmigung Level 1 an;584
Fordere Genehmigung Level 1 an->Lege Bestellposition an;584
Fordere Genehmigung Level 1 an;584
Lege Bestellposition an->Fordere Genehmigung Level 2 an;584
Lege Bestellposition an;584
Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 3;584
Fordere Genehmigung Level 2 an;584
Erteile Genehmigung Level 3->Ändere Bestellposition: Preis;584
Erteile Genehmigung Level 3;584
Ändere Bestellposition: Preis->End;584
Ändere Bestellposition: Preis;584
Start->Fordere Genehmigung Level 1 an;49
Fordere Genehmigung Level 1 an->Lege Bestellposition an;49
Fordere Genehmigung Level 1 an;49
Lege Bestellposition an->Fordere Genehmigung Level 2 an;49
Lege Bestellposition an;49
Fordere Genehmigung Level 2 an->Erteile Genehmigung Level 3;49
Fordere Genehmigung Level 2 an;49
Erteile Genehmigung Level 3->End;49
Erteile Genehmigung Level 3;49
Start->Lege Bestellposition an;585
Lege Bestellposition an->Ändere Bestellposition: Preis;585
Lege Bestellposition an;585
Ändere Bestellposition: Preis->Lehne Genehmigung Level 1 ab;585
Ändere Bestellposition: Preis;585
Lehne Genehmigung Level 1 ab->Erfasse Rechnung;585
Lehne Genehmigung Level 1 ab;585
Erfasse Rechnung->End;585
Erfasse Rechnung;585
Start->Lege Bestellposition an;12
Lege Bestellposition an->Fordere Genehmigung Level 1 an;12
Lege Bestellposition an;12
Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab;12
Fordere Genehmigung Level 1 an;12
Lehne Genehmigung Level 2 ab->End;12
Lehne Genehmigung Level 2 ab;12
Start->Lege Bestellposition an;318
Lege Bestellposition an->Fordere Genehmigung Level 1 an;318
Lege Bestellposition an;318
Fordere Genehmigung Level 1 an->Ändere Bestellposition: Preis;318
Fordere Genehmigung Level 1 an;318
Ändere Bestellposition: Preis->Lehne Genehmigung Level 2 ab;318
Ändere Bestellposition: Preis;318
Lehne Genehmigung Level 2 ab->End;318
Lehne Genehmigung Level 2 ab;318
Start->Erteile Genehmigung Level 1;67
Erteile Genehmigung Level 1->Lege Bestellposition an;67
Erteile Genehmigung Level 1;67
Lege Bestellposition an->Lehne Wareneingang ab;67
Lege Bestellposition an;67
Lehne Wareneingang ab->Erfasse Rechnung;67
Lehne Wareneingang ab;67
Erfasse Rechnung->End;67
Erfasse Rechnung;67
Start->Fordere Genehmigung Level 1 an;128
Fordere Genehmigung Level 1 an->Lege Bestellposition an;128
Fordere Genehmigung Level 1 an;128
Lege Bestellposition an->Ändere Bestellposition: Material;128
Lege Bestellposition an;128
Ändere Bestellposition: Material->Erfasse Rechnung;128
Ändere Bestellposition: Material;128
Erfasse Rechnung->End;128
Erfasse Rechnung;128
Start->Erteile Genehmigung Level 1;183
Erteile Genehmigung Level 1->Lege Bestellposition an;183
Erteile Genehmigung Level 1;183
Lege Bestellposition an->Ändere Bestellung: Währung;183
Lege Bestellposition an;183
Ändere Bestellung: Währung->End;183
Ändere Bestellung: Währung;183
Start->Lege Bestellposition an;586
Lege Bestellposition an->Erteile Genehmigung Level 1;586
Lege Bestellposition an;586
Erteile Genehmigung Level 1->Ändere Bestellposition: Material;586
Erteile Genehmigung Level 1;586
Ändere Bestellposition: Material->Lehne Wareneingang ab;586
Ändere Bestellposition: Material;586
Lehne Wareneingang ab->Fordere Genehmigung Level 2 an;586
Lehne Wareneingang ab;586
Fordere Genehmigung Level 2 an->Erfasse Rechnung;586
Fordere Genehmigung Level 2 an;586
Erfasse Rechnung->End;586
Erfasse Rechnung;586
Start->Lege Bestellposition an;79
Lege Bestellposition an->Erteile Genehmigung Level 1;79
Lege Bestellposition an;79
Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an;79
Erteile Genehmigung Level 1;79
Fordere Genehmigung Level 2 an->Erfasse Wareneingang;79
Fordere Genehmigung Level 2 an;79
Erfasse Wareneingang->Erfasse Rechnung;79
Erfasse Wareneingang;79
Erfasse Rechnung->End;79
Erfasse Rechnung;79
Start->Lege Bestellposition an;587
Lege Bestellposition an->Erteile Genehmigung Level 1;587
Lege Bestellposition an;587
Erteile Genehmigung Level 1->Ändere Bestellposition: Menge;587
Erteile Genehmigung Level 1;587
Ändere Bestellposition: Menge->Fordere Genehmigung Level 2 an;587
Ändere Bestellposition: Menge;587
Fordere Genehmigung Level 2 an->Lehne Wareneingang ab;587
Fordere Genehmigung Level 2 an;587
Lehne Wareneingang ab->Erfasse Rechnung;587
Lehne Wareneingang ab;587
Erfasse Rechnung->End;587
Erfasse Rechnung;587
Start->Lege Bestellposition an;588
Lege Bestellposition an->Erteile Genehmigung Level 1;588
Lege Bestellposition an;588
Erteile Genehmigung Level 1->Fordere Genehmigung Level 2 an;588
Erteile Genehmigung Level 1;588
Fordere Genehmigung Level 2 an->Ändere Bestellposition: Material;588
Fordere Genehmigung Level 2 an;588
Ändere Bestellposition: Material->Lehne Wareneingang ab;588
Ändere Bestellposition: Material;588
Lehne Wareneingang ab->Erfasse Rechnung;588
Lehne Wareneingang ab;588
Erfasse Rechnung->End;588
Erfasse Rechnung;588
Start->Lege Bestellposition an;319
Lege Bestellposition an->Fordere Genehmigung Level 1 an;319
Lege Bestellposition an;319
Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab;319
Fordere Genehmigung Level 1 an;319
Lehne Genehmigung Level 2 ab->Erfasse Wareneingang;319
Lehne Genehmigung Level 2 ab;319
Erfasse Wareneingang->Erfasse Rechnung;319
Erfasse Wareneingang;319
Erfasse Rechnung->Gleiche Rechnung aus;319
Erfasse Rechnung;319
Gleiche Rechnung aus->End;319
Gleiche Rechnung aus;319
Start->Lege Bestellposition an;589
Lege Bestellposition an->Fordere Genehmigung Level 1 an;589
Lege Bestellposition an;589
Fordere Genehmigung Level 1 an->Lehne Genehmigung Level 2 ab;589
Fordere Genehmigung Level 1 an;589
Lehne Genehmigung Level 2 ab->Lehne Wareneingang ab;589
Lehne Genehmigung Level 2 ab;589
Lehne Wareneingang ab->Erfasse Rechnung;589
Lehne Wareneingang ab;589
Erfasse Rechnung->Gleiche Rechnung aus;589
Erfasse Rechnung;589
Gleiche Rechnung aus->End;589
Gleiche Rechnung aus;589
Start->Lege Bestellposition an;184
Lege Bestellposition an->Lehne Genehmigung Level 1 ab;184
Lege Bestellposition an;184
Lehne Genehmigung Level 1 ab->Lehne Genehmigung Level 2 ab;184
Lehne Genehmigung Level 1 ab;184
Lehne Genehmigung Level 2 ab->Ändere Bestellposition: Menge;184
Lehne Genehmigung Level 2 ab;184
Ändere Bestellposition: Menge->End;184
Ändere Bestellposition: Menge;184
Start->Fordere Genehmigung Level 1 an;16
Fordere Genehmigung Level 1 an->Lege Bestellposition an;16
Fordere Genehmigung Level 1 an;16
Lege Bestellposition an->Erfasse Rechnung;16
Lege Bestellposition an;16
Erfasse Rechnung->End;16
Erfasse Rechnung;16
Start->Lehne Genehmigung Level 1 ab;93
Lehne Genehmigung Level 1 ab->Lege Bestellposition an;93
Lehne Genehmigung Level 1 ab;93
Lege Bestellposition an->Ändere Bestellposition: Material;93
Lege Bestellposition an;93
Ändere Bestellposition: Material->End;93
Ändere Bestellposition: Material;93
Start->Lehne Genehmigung Level 1 ab;590
Lehne Genehmigung Level 1 ab->Lege Bestellposition an;590
Lehne Genehmigung Level 1 ab;590
Lege Bestellposition an->Lehne Genehmigung Level 2 ab;590
Lege Bestellposition an;590
Lehne Genehmigung Level 2 ab->Ändere Bestellung: Währung;590
Lehne Genehmigung Level 2 ab;590
Ändere Bestellung: Währung->End;590
Ändere Bestellung: Währung;590
Start->Lege Bestellposition an;56
Lege Bestellposition an->Lehne Genehmigung Level 2 ab;56
Lege Bestellposition an;56
Lehne Genehmigung Level 2 ab->Fordere Genehmigung Level 1 an;56
Lehne Genehmigung Level 2 ab;56
Fordere Genehmigung Level 1 an->End;56
Fordere Genehmigung Level 1 an;56
Start->Fordere Genehmigung Level 1 an;320
Fordere Genehmigung Level 1 an->Lege Bestellposition an;320
Fordere Genehmigung Level 1 an;320
Lege Bestellposition an->Ändere Bestellung: Währung;320
Lege Bestellposition an;320
Ändere Bestellung: Währung->Erfasse Wareneingang;320
Ändere Bestellung: Währung;320
Erfasse Wareneingang->Erfasse Rechnung;320
Erfasse Wareneingang;320
Erfasse Rechnung->End;320
Erfasse Rechnung;320
Start->Fordere Genehmigung Level 1 an;591
Fordere Genehmigung Level 1 an->Lege Bestellposition an;591
Fordere Genehmigung Level 1 an;591
Lege Bestellposition an->Ändere Bestellung: Währung;591
Lege Bestellposition an;591
Ändere Bestellung: Währung->Ändere Bestellposition: Menge;591
Ändere Bestellung: Währung;591
Ändere Bestellposition: Menge->Lehne Wareneingang ab;591
Ändere Bestellposition: Menge;591
Lehne Wareneingang ab->Erfasse Rechnung;591
Lehne Wareneingang ab;591
Erfasse Rechnung->End;591
Erfasse Rechnung;591
Start->Fordere Genehmigung Level 1 an;321
Fordere Genehmigung Level 1 an->Lege Bestellposition an;321
Fordere Genehmigung Level 1 an;321
Lege Bestellposition an->Ändere Bestellung: Währung;321
Lege Bestellposition an;321
Ändere Bestellung: Währung->Lehne Wareneingang ab;321
Ändere Bestellung: Währung;321
Lehne Wareneingang ab->Erfasse Rechnung;321
Lehne Wareneingang ab;321
Erfasse Rechnung->End;321
Erfasse Rechnung;321
Start->Lehne Genehmigung Level 1 ab;592
Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an;592
Lehne Genehmigung Level 1 ab;592
Fordere Genehmigung Level 2 an->Lege Bestellposition an;592
Fordere Genehmigung Level 2 an;592
Lege Bestellposition an->Ändere Bestellposition: Material;592
Lege Bestellposition an;592
Ändere Bestellposition: Material->Erfasse Rechnung;592
Ändere Bestellposition: Material;592
Erfasse Rechnung->End;592
Erfasse Rechnung;592
Start->Lehne Genehmigung Level 1 ab;185
Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an;185
Lehne Genehmigung Level 1 ab;185
Fordere Genehmigung Level 2 an->Lege Bestellposition an;185
Fordere Genehmigung Level 2 an;185
Lege Bestellposition an->Erfasse Rechnung;185
Lege Bestellposition an;185
Erfasse Rechnung->End;185
Erfasse Rechnung;185
Start->Lehne Genehmigung Level 1 ab;593
Lehne Genehmigung Level 1 ab->Fordere Genehmigung Level 2 an;593
Lehne Genehmigung Level 1 ab;593
Fordere Genehmigung Level 2 an->Lege Bestellposition an;593
Fordere Genehmigung Level 2 an;593
Lege Bestellposition an->Ändere Bestellposition: Menge;593
Lege Bestellposition an;593
Ändere Bestellposition: Menge->Erfasse Rechnung;593
Ändere Bestellposition: Menge;593
Erfasse Rechnung->End;593
Erfasse Rechnung;593
Start->Lege Bestellposition an;186
Lege Bestellposition an->Erteile Genehmigung Level 3;186
Lege Bestellposition an;186
Erteile Genehmigung Level 3->Erteile Genehmigung Level 1;186
Erteile Genehmigung Level 3;186
Erteile Genehmigung Level 1->Erteile Genehmigung Level 2;186
Erteile Genehmigung Level 1;186
Erteile Genehmigung Level 2->Lehne Wareneingang ab;186
Erteile Genehmigung Level 2;186
Lehne Wareneingang ab->Erfasse Rechnung;186
Lehne Wareneingang ab;186
Erfasse Rechnung->End;186
Erfasse Rechnung;186
Start->Lege Bestellposition an;594
Lege Bestellposition an->Erteile Genehmigung Level 3;594
